"review_id","order_id","review_score","review_comment_title","review_comment_message","review_creation_date","review_answer_timestamp"
"ae728c1061bf163b4bd256ad9ee0bb83","45c780334bc32cb77559a65c5f171160",0,NULL,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG","2018-01-04 00:00:00","2018-01-10 09:52:57"
"3f6d9482c57cdb5fc7012f7b9b5ed4c5","2a3251c95a3d5c57ed230021faa588a0",6,NULL,"OTIMA","2018-04-19 00:00:00","2018-04-22 12:25:48"
"185cb85ede91009d7a8e685687c037ee","2e5dc86c8c4aa663549caf5e31de840d",1,NULL,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas","2017-04-06 00:00:00","2017-04-09 18:25:12"
"0c9b6ca9b3beaf0fd5d621f63844ea01","cadd4c5765abf658117f2cc7e2a639c2",5,"prazo entrega","Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.","2018-08-26 00:00:00","2018-08-29 02:48:21"
"8ef36616bef00398b6e413c124f436c8","6925682cc441a2514cd15f7f17ece7b2",5,NULL,"Lindo relógio adorei","2017-05-31 00:00:00","2017-06-01 01:21:14"
"57e994485c2ebd293e4fa9cd62e5bb96","201691efe89d4d71f36e5ea279a8759a",3,NULL,"Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister.","2018-03-14 00:00:00","2018-03-16 20:26:10"
"59d95e0b5b52d038dc3a022b7c912969","fc8c2e8bc069aea361c41c313464993c",5,"Super produto ","Muito bom alta qualidade!","2018-07-04 00:00:00","2018-07-05 00:56:21"
"93fbbe62dcf6ffac99be013a1c68eb52","935f0d2ac8ce7ce29f5712d2637ddb33",5,NULL,"Muito bom","2018-02-20 00:00:00","2018-02-21 09:42:27"
"c40a6b6e0181e5ec0d12cbc2e12c49d3","f3468d6a2c7586711e9952242898aad4",1,"falta de produto e quebra","Faltou 1 produto e os que recebi 1 veio quebrado","2018-05-23 00:00:00","2018-05-23 22:23:00"
"06f47dacd0575e592bf6a17e922ce6cd","82348f1b5f24ac795fa9320e02c49553",1,"não recebi ainda","aqui está descrevendo como entregue só que ate agora não recebi","2018-06-28 00:00:00","2018-06-29 16:34:46"
"d36219dfadc3a5b07ab66670d23915ad","22613579f7d11cc59c4347526fc3c79e",5,NULL,"Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência ","2016-10-19 00:00:00","2016-10-20 12:40:59"
"5230dc021b8ce3fe53ed728af873a6d1","fc850201b579f014488f1cca40aaa06d",5,NULL,"Ainda não tive a oportunidade de testar","2017-11-23 00:00:00","2017-11-25 16:59:50"
"e4f0765c572989acb3d2d17c911ccce4","4b661d524b6f0788746514fb6f7ad3fa",3,NULL,"entrega super rapida","2017-12-13 00:00:00","2017-12-13 16:35:59"
"557ae9c16a8ea3909db2fc5a01bc5151","287b045cfe9ba0ed08308efc06c366ae",3,"Suspense","Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais","2018-05-24 00:00:00","2018-05-25 12:23:02"
"5939898b5d2ac05454b2fe1aeecaad19","ff37040ee7efbb9709c2b4389c4c0fc4",5,NULL,"O produto chegou muito rapido e de boa qualidade recomendo o produto","2018-03-09 00:00:00","2018-03-12 10:32:15"
"c399eafa15aafaecdd1d9008f5b34ed6","3081ddf6e7c6afa4e4124e7882486fcd",6,NULL,"Entregou no prazo certo, fiquei feliz com a compra que fiz","2017-06-23 00:00:00","2017-06-24 00:58:52"
"a0adf7a439816b22050d6bf433cbbff6","15c8f741c0b7deafafea8af0f7bb6852",6,NULL,"Produto bonito, entregue bem valado e dentro do prazo. Recomendo!","2018-04-10 00:00:00","2018-04-13 11:04:52"
"5241fcad10d7b45a1761f1e1e1536faa","0bcbcc3e0a09b3f6a9495de35f452616",6,"super recomendo","chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!","2018-07-07 00:00:00","2018-07-09 18:12:17"
"3ff8285931cc9b54c9ad22ba78957f63","e6b23db78d4473c921fb9315e04b5c0f",1,NULL,"Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.","2017-05-14 00:00:00","2017-05-19 10:38:27"
"fdb0e5a14fb6456e28ce7b3b054b8843","eccb333547035c917db4396ff94c3182",3,NULL,"Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito","2018-02-16 00:00:00","2018-02-17 21:35:00"
"7914fa319f12631679d1704d7dcd17df","06ecfa8dfae87263e05d953aa561603d",5,"Top","Recomendo","2018-08-22 00:00:00","2018-08-23 01:51:28"
"deb6f26fd2c11c556bc9245fd9203469","997cd0cc21c4cc23cf4b07c4f53834db",4,NULL,"Atendeu minha expectativa.","2018-02-24 00:00:00","2018-02-25 11:02:05"
"6591adaa3a855d13090d5fd151ad96c2","b3e8f5b15b942cacd19dba17d7179867",5,NULL,"Entrega antes do prazo. Produto muito prático e de fácil manuseio. ","2017-08-31 00:00:00","2017-09-01 02:38:17"
"81e7291e2f92b492eb0340f4406c6897","93720f5a467d2edd5e84e209e8a9a4f6",4,NULL,"Uma das peças não encaixava, estava de diâmetro diferente. Eu tive que serrar e martelar para poder caber e encaixar.
De resto, tudo ok.","2018-04-19 00:00:00","2018-04-22 16:36:04"
"eb6d75bedecae7b3dbea11b8530637d8","00b9e0f8f588d0406a3de447eb606970",5,NULL,"Excelente produto.","2018-02-17 00:00:00","2018-02-19 16:20:08"
"2c303fb6b2f9c16f324f7deb88e736fe","d9fb85f3f3239e18e331c9f622d6998b",5,NULL,"Produto muito bom","2018-08-08 00:00:00","2018-08-09 05:27:42"
"43992f6d75ecc01ddd8c748b9362bc81","55b5a2fb966c36bed46f082ad6062914",1,NULL,"o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ","2018-03-23 00:00:00","2018-03-23 23:21:32"
"252b934455d29ca8cc070504686ecc52","4806c15e687faabdb46ca2643cfcfa6e",1,NULL,"até agora não recebi o produto.","2018-03-14 00:00:00","2018-03-14 08:59:57"
"b736ff4204044e49e39062584d06fa74","993da8482e658ec7f1d0c6d955604936",1,NULL," A loja anuncia um produto e entrega outro.","2018-08-24 00:00:00","2018-08-27 05:20:47"
"c7475b2c4448321756b6136327f1394e","e11c61aa2d539f826865ea728496f6d4",5,"super recoendo","muito bom e rapido quando vi ja tinha chegado","2018-08-23 00:00:00","2018-08-24 18:42:32"
"44cdb9cb9c9f8d6bcea59e0b61b8df6a","1a2cff485ae2a17b68b6ccefb1ecdf93",5,NULL,"O produto chegou muito bem","2017-12-13 00:00:00","2017-12-16 19:33:23"
"65b934c20d632fc2df0fd4723464fa78","824d9780d0313771024a0c70fe9dd9a7",3,"Erraram na caixa acústica","Apesar de ter sido entregue rapidamente, substituíram a caixa METEORO pela caixa BORNE. Quando tentei reclamar nas lannister o sistema estaav fora do ar. A guitarra e acessórios estavam corretos.","2018-06-12 00:00:00","2018-06-12 22:36:18"
"ea12cd666e65ef6cfc48e7ddd8596833","93a157bd42d5aee115dbfbca895d9998",4,NULL,"parabéns para loja e revendedor apesar de ter demorado um pouco","2017-09-23 00:00:00","2017-09-24 21:45:56"
"c239d18d7e310e477d5e7b76b362db1d","80a2b0dcabefef6a83477204433b2482",1,NULL,"produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação)","2018-03-11 00:00:00","2018-03-13 21:17:09"
"c11da18223114c483b887b9914045f79","468c2f34312a6d270a20c7aef082041c",2,NULL,"LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA","2017-06-07 00:00:00","2017-06-09 06:12:39"
"6f885e2fd69412264d9e74e805175d53","108e1d5b7a25ff07b49e500b1c7ae4b0",1,NULL,"Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. ","2017-06-22 00:00:00","2017-06-23 19:35:16"
"4faa35770cc4dbf5f2725bcebdd1bdc6","60c6581ec5ed9187370902a251501b8c",6,NULL,"O Jogo de toalhas é lindo mais bonito do que na foto, amei.","2018-01-18 00:00:00","2018-01-18 18:08:12"
"b83ba2a97932a8a661f5bf8eac7642bd","f464bdc3b17c2085e54b66d8e5ae1695",5,NULL,"sempre comprei no stark e estou satisfeito.","2017-05-31 00:00:00","2017-06-01 13:56:37"
"f7eb8792e67d53e01a224bfa9b6802b2","a0f2f8b0523207a13f02225bc812ed23",1,"Horrível","Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado","2018-08-05 00:00:00","2018-08-05 09:27:55"
"7bd303edd3865abe8addb98d2a2e6577","d66d818e0e5486b4382bdaad63390b53",5,"Muito bom. ","Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. ","2018-08-01 00:00:00","2018-08-01 18:52:33"
"11caa17c5966423a2f73ded6a13ad638","15a31c39dee81bc534abff1f9b5ec6c2",5,NULL,"Tudo ok,o baratheon sempre responsável com a suas entregas.","2017-07-26 00:00:00","2017-07-27 09:16:34"
"2b4a570df87cd63b232272dd9dcac0cf","da532e87f26c130e0b3184bdd837982b",5,NULL,"A","2017-09-26 00:00:00","2017-09-27 08:54:34"
"d0c2b9d96c387604a96ae43e7126cf9b","e7bf6c078fcd0eac3b977d498537e2b3",4,NULL,"foi bom","2017-05-16 00:00:00","2017-06-09 20:20:55"
"96ee030286f50f61c6d199bdfaa5573d","7920529b8621a433718e66c72a763bdc",1,NULL,", muito ruim ! ","2017-11-29 00:00:00","2017-11-29 21:28:39"
"968989a3b5192c9b9436fe7546acaca4","6d7195bd775441e75af3f52c8c73031f",3,NULL,"Ao fazer a compra do kit entendi que receberia 2 frascos de 60 cápsulas (cada) e não 2 frascos com 60 cápsulas no total. Só não vou devolver porque estou precisando do produto.","2018-03-30 00:00:00","2018-03-31 12:10:17"
"382d855ffdd4f5e66594dbfb1566e96f","f506fd1443d94ad16f25a94426fb8805",5,"10","Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?","2018-06-03 00:00:00","2018-06-04 00:38:19"
"06aa3111724159bb69b8568181ec05c4","8458ad0c5a4b19319109dc629ac03c8f",5,NULL,"bem rapido a entrega e bom comprar com vcs","2017-10-20 00:00:00","2017-10-23 20:54:29"
"3db041dd46e9935752c691a2093799c2","51eaae3287e04efba45a51f52098fc88",1,NULL,"Produto não recomendo não ler em nenhum dispositivo","2018-04-27 00:00:00","2018-04-28 01:49:40"
"9ad64902b6c9bfad48bbe4d17e4dcb4b","ecdc847ed73d804147eb009dec3a0a0c",4,NULL,"Entrega super rápida, parabéns!","2017-05-13 00:00:00","2017-05-14 14:37:54"
"8f9aa50ee40780ba3f79614530a34ebe","729c445f5f350f88d5c9a3911d6e9bc0",5,"Muito bom ","Creme maravilhoso e entrega super rápida","2018-05-10 00:00:00","2018-05-10 16:21:17"
"f3f77d01a24ce4da52b6f7e83e71498d","a5a83c95ed669b7ba0ddce1d761c191f",1,NULL,"Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. ","2018-03-01 00:00:00","2018-03-02 12:55:24"
